class_weight,criterion,file,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,presort,random_state,results,splitter
,mae,HSMGP,50.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1088-regression.csv,best
,gini,HSMGP,50.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1089-classification.csv,best
,mse,HSMGP,50.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1090-regression.csv,best
,entropy,HSMGP,50.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1091-classification.csv,best
,mae,HSMGP,50.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1092-regression.csv,best
,gini,HSMGP,50.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1093-classification.csv,best
,mse,HSMGP,50.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1094-regression.csv,best
,entropy,HSMGP,50.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1095-classification.csv,best
,mae,HSMGP,50.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1096-regression.csv,best
,gini,HSMGP,50.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1097-classification.csv,best
,mse,HSMGP,50.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1098-regression.csv,best
,entropy,HSMGP,50.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1099-classification.csv,best
,mae,HSMGP,50.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1100-regression.csv,best
,gini,HSMGP,50.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1101-classification.csv,best
,mse,HSMGP,50.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1102-regression.csv,best
,entropy,HSMGP,50.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1103-classification.csv,best
,mae,HSMGP,50.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1104-regression.csv,best
,gini,HSMGP,50.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1105-classification.csv,best
,mse,HSMGP,50.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1106-regression.csv,best
,entropy,HSMGP,50.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1107-classification.csv,best
,mae,HSMGP,50.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1108-regression.csv,best
,gini,HSMGP,50.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1109-classification.csv,best
,mse,HSMGP,50.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1110-regression.csv,best
,entropy,HSMGP,50.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1111-classification.csv,best
,mae,HSMGP,50.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1112-regression.csv,best
,gini,HSMGP,50.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1113-classification.csv,best
,mse,HSMGP,50.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1114-regression.csv,best
,entropy,HSMGP,50.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1115-classification.csv,best
,mae,HSMGP,50.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1116-regression.csv,best
,gini,HSMGP,50.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1117-classification.csv,best
,mse,HSMGP,50.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1118-regression.csv,best
,entropy,HSMGP,50.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1119-classification.csv,best
,mae,HSMGP,50.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1120-regression.csv,best
,gini,HSMGP,50.0,,20.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1121-classification.csv,best
,mse,HSMGP,50.0,,20.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1122-regression.csv,best
,entropy,HSMGP,50.0,,20.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1123-classification.csv,best
,mae,HSMGP,50.0,,20.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1124-regression.csv,best
,gini,HSMGP,50.0,,20.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1125-classification.csv,best
,mse,HSMGP,50.0,,20.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1126-regression.csv,best
,entropy,HSMGP,50.0,,20.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1127-classification.csv,best
,mae,HSMGP,50.0,,20.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1128-regression.csv,best
,gini,HSMGP,50.0,,30.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1129-classification.csv,best
,mse,HSMGP,50.0,,30.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1130-regression.csv,best
,entropy,HSMGP,50.0,,30.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1131-classification.csv,best
,mae,HSMGP,50.0,,30.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1132-regression.csv,best
,gini,HSMGP,50.0,,30.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1133-classification.csv,best
,mse,HSMGP,50.0,,30.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1134-regression.csv,best
,entropy,HSMGP,50.0,,30.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1135-classification.csv,best
,mae,HSMGP,50.0,,30.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1136-regression.csv,best
,gini,HSMGP,50.0,,30.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1137-classification.csv,best
,mse,HSMGP,50.0,,30.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1138-regression.csv,best
,entropy,HSMGP,50.0,,30.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1139-classification.csv,best
,mae,HSMGP,50.0,,30.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1140-regression.csv,best
,gini,HSMGP,50.0,,30.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1141-classification.csv,best
,mse,HSMGP,50.0,,30.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1142-regression.csv,best
,entropy,HSMGP,50.0,,30.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1143-classification.csv,best
,mae,HSMGP,50.0,,30.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1144-regression.csv,best
,gini,HSMGP,50.0,,30.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1145-classification.csv,best
,mse,HSMGP,50.0,,30.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1146-regression.csv,best
,entropy,HSMGP,50.0,,30.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1147-classification.csv,best
,mae,HSMGP,50.0,,30.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1148-regression.csv,best
,gini,HSMGP,50.0,,30.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1149-classification.csv,best
,mse,HSMGP,50.0,,30.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1150-regression.csv,best
,entropy,HSMGP,50.0,,30.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1151-classification.csv,best
,mae,HSMGP,50.0,,30.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1152-regression.csv,best
,gini,HSMGP,50.0,,40.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1153-classification.csv,best
,mse,HSMGP,50.0,,40.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1154-regression.csv,best
,entropy,HSMGP,50.0,,40.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1155-classification.csv,best
,mae,HSMGP,50.0,,40.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1156-regression.csv,best
,gini,HSMGP,50.0,,40.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1157-classification.csv,best
,mse,HSMGP,50.0,,40.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1158-regression.csv,best
,entropy,HSMGP,50.0,,40.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1159-classification.csv,best
,mae,HSMGP,50.0,,40.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1160-regression.csv,best
,gini,HSMGP,50.0,,40.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1161-classification.csv,best
,mse,HSMGP,50.0,,40.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1162-regression.csv,best
,entropy,HSMGP,50.0,,40.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1163-classification.csv,best
,mae,HSMGP,50.0,,40.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1164-regression.csv,best
,gini,HSMGP,50.0,,40.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1165-classification.csv,best
,mse,HSMGP,50.0,,40.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1166-regression.csv,best
,entropy,HSMGP,50.0,,40.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1167-classification.csv,best
,mae,HSMGP,50.0,,40.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1168-regression.csv,best
,gini,HSMGP,50.0,,40.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1169-classification.csv,best
,mse,HSMGP,50.0,,40.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1170-regression.csv,best
,entropy,HSMGP,50.0,,40.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1171-classification.csv,best
,mae,HSMGP,50.0,,40.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1172-regression.csv,best
,gini,HSMGP,50.0,,40.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1173-classification.csv,best
,mse,HSMGP,50.0,,40.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1174-regression.csv,best
,entropy,HSMGP,50.0,,40.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1175-classification.csv,best
,mae,HSMGP,50.0,,40.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1176-regression.csv,best
,gini,HSMGP,50.0,,50.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1177-classification.csv,best
,mse,HSMGP,50.0,,50.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1178-regression.csv,best
,entropy,HSMGP,50.0,,50.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1179-classification.csv,best
,mae,HSMGP,50.0,,50.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1180-regression.csv,best
,gini,HSMGP,50.0,,50.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1181-classification.csv,best
,mse,HSMGP,50.0,,50.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1182-regression.csv,best
,entropy,HSMGP,50.0,,50.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1183-classification.csv,best
,mae,HSMGP,50.0,,50.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1184-regression.csv,best
,gini,HSMGP,50.0,,50.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1185-classification.csv,best
,mse,HSMGP,50.0,,50.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1186-regression.csv,best
,entropy,HSMGP,50.0,,50.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1187-classification.csv,best
,mae,HSMGP,50.0,,50.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1188-regression.csv,best
,gini,HSMGP,50.0,,50.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1189-classification.csv,best
,mse,HSMGP,50.0,,50.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1190-regression.csv,best
,entropy,HSMGP,50.0,,50.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1191-classification.csv,best
,mae,HSMGP,50.0,,50.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1192-regression.csv,best
,gini,HSMGP,50.0,,50.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1193-classification.csv,best
,mse,HSMGP,50.0,,50.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1194-regression.csv,best
,entropy,HSMGP,50.0,,50.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1195-classification.csv,best
,mae,HSMGP,50.0,,50.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1196-regression.csv,best
,gini,HSMGP,50.0,,50.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1197-classification.csv,best
,mse,HSMGP,50.0,,50.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1198-regression.csv,best
,entropy,HSMGP,50.0,,50.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1199-classification.csv,best
,mae,HSMGP,50.0,,50.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1200-regression.csv,best
,gini,HSMGP,50.0,,60.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1201-classification.csv,best
,mse,HSMGP,50.0,,60.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1202-regression.csv,best
,entropy,HSMGP,50.0,,60.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1203-classification.csv,best
,mae,HSMGP,50.0,,60.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1204-regression.csv,best
,gini,HSMGP,50.0,,60.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1205-classification.csv,best
,mse,HSMGP,50.0,,60.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1206-regression.csv,best
,entropy,HSMGP,50.0,,60.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1207-classification.csv,best
,mae,HSMGP,50.0,,60.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1208-regression.csv,best
,gini,HSMGP,50.0,,60.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1209-classification.csv,best
,mse,HSMGP,50.0,,60.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1210-regression.csv,best
,entropy,HSMGP,50.0,,60.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1211-classification.csv,best
,mae,HSMGP,50.0,,60.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1212-regression.csv,best
,gini,HSMGP,50.0,,60.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1213-classification.csv,best
,mse,HSMGP,50.0,,60.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1214-regression.csv,best
,entropy,HSMGP,50.0,,60.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1215-classification.csv,best
,mae,HSMGP,50.0,,60.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1216-regression.csv,best
,gini,HSMGP,50.0,,60.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1217-classification.csv,best
,mse,HSMGP,50.0,,60.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1218-regression.csv,best
,entropy,HSMGP,50.0,,60.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1219-classification.csv,best
,mae,HSMGP,50.0,,60.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1220-regression.csv,best
,gini,HSMGP,50.0,,60.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1221-classification.csv,best
,mse,HSMGP,50.0,,60.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1222-regression.csv,best
,entropy,HSMGP,50.0,,60.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1223-classification.csv,best
,mae,HSMGP,50.0,,60.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1224-regression.csv,best
,gini,HSMGP,50.0,,70.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1225-classification.csv,best
,mse,HSMGP,50.0,,70.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1226-regression.csv,best
,entropy,HSMGP,50.0,,70.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1227-classification.csv,best
,mae,HSMGP,50.0,,70.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1228-regression.csv,best
,gini,HSMGP,50.0,,70.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1229-classification.csv,best
,mse,HSMGP,50.0,,70.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1230-regression.csv,best
,entropy,HSMGP,50.0,,70.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1231-classification.csv,best
,mae,HSMGP,50.0,,70.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1232-regression.csv,best
,gini,HSMGP,50.0,,70.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1233-classification.csv,best
,mse,HSMGP,50.0,,70.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1234-regression.csv,best
,entropy,HSMGP,50.0,,70.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1235-classification.csv,best
,mae,HSMGP,50.0,,70.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1236-regression.csv,best
,gini,HSMGP,50.0,,70.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1237-classification.csv,best
,mse,HSMGP,50.0,,70.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1238-regression.csv,best
,entropy,HSMGP,50.0,,70.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1239-classification.csv,best
,mae,HSMGP,50.0,,70.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1240-regression.csv,best
,gini,HSMGP,50.0,,70.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1241-classification.csv,best
,mse,HSMGP,50.0,,70.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1242-regression.csv,best
,entropy,HSMGP,50.0,,70.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1243-classification.csv,best
,mae,HSMGP,50.0,,70.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1244-regression.csv,best
,gini,HSMGP,50.0,,70.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1245-classification.csv,best
,mse,HSMGP,50.0,,70.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1246-regression.csv,best
,entropy,HSMGP,50.0,,70.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1247-classification.csv,best
,mae,HSMGP,50.0,,70.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1248-regression.csv,best
,gini,HSMGP,50.0,,80.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1249-classification.csv,best
,mse,HSMGP,50.0,,80.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1250-regression.csv,best
,entropy,HSMGP,50.0,,80.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1251-classification.csv,best
,mae,HSMGP,50.0,,80.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1252-regression.csv,best
,gini,HSMGP,50.0,,80.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1253-classification.csv,best
,mse,HSMGP,50.0,,80.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1254-regression.csv,best
,entropy,HSMGP,50.0,,80.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1255-classification.csv,best
,mae,HSMGP,50.0,,80.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1256-regression.csv,best
,gini,HSMGP,50.0,,80.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1257-classification.csv,best
,mse,HSMGP,50.0,,80.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1258-regression.csv,best
,entropy,HSMGP,50.0,,80.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1259-classification.csv,best
,mae,HSMGP,50.0,,80.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1260-regression.csv,best
,gini,HSMGP,50.0,,80.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1261-classification.csv,best
,mse,HSMGP,50.0,,80.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1262-regression.csv,best
,entropy,HSMGP,50.0,,80.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1263-classification.csv,best
,mae,HSMGP,50.0,,80.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1264-regression.csv,best
,gini,HSMGP,50.0,,80.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1265-classification.csv,best
,mse,HSMGP,50.0,,80.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1266-regression.csv,best
,entropy,HSMGP,50.0,,80.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1267-classification.csv,best
,mae,HSMGP,50.0,,80.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1268-regression.csv,best
,gini,HSMGP,50.0,,80.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1269-classification.csv,best
,mse,HSMGP,50.0,,80.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1270-regression.csv,best
,entropy,HSMGP,50.0,,80.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1271-classification.csv,best
,mae,HSMGP,50.0,,80.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1272-regression.csv,best
,gini,HSMGP,50.0,,90.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1273-classification.csv,best
,mse,HSMGP,50.0,,90.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1274-regression.csv,best
,entropy,HSMGP,50.0,,90.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1275-classification.csv,best
,mae,HSMGP,50.0,,90.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1276-regression.csv,best
,gini,HSMGP,50.0,,90.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1277-classification.csv,best
,mse,HSMGP,50.0,,90.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1278-regression.csv,best
,entropy,HSMGP,50.0,,90.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1279-classification.csv,best
,mae,HSMGP,50.0,,90.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1280-regression.csv,best
,gini,HSMGP,50.0,,90.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1281-classification.csv,best
,mse,HSMGP,50.0,,90.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1282-regression.csv,best
,entropy,HSMGP,50.0,,90.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1283-classification.csv,best
,mae,HSMGP,50.0,,90.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1284-regression.csv,best
,gini,HSMGP,50.0,,90.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1285-classification.csv,best
,mse,HSMGP,50.0,,90.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1286-regression.csv,best
,entropy,HSMGP,50.0,,90.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1287-classification.csv,best
,mae,HSMGP,50.0,,90.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1288-regression.csv,best
,gini,HSMGP,50.0,,90.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1289-classification.csv,best
,mse,HSMGP,50.0,,90.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1290-regression.csv,best
,entropy,HSMGP,50.0,,90.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1291-classification.csv,best
,mae,HSMGP,50.0,,90.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1292-regression.csv,best
,gini,HSMGP,50.0,,90.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1293-classification.csv,best
,mse,HSMGP,50.0,,90.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1294-regression.csv,best
,entropy,HSMGP,50.0,,90.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1295-classification.csv,best
,mae,HSMGP,50.0,,90.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1296-regression.csv,best
,gini,HSMGP,60.0,,10.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1297-classification.csv,best
,mse,HSMGP,60.0,,10.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1298-regression.csv,best
,entropy,HSMGP,60.0,,10.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1299-classification.csv,best
,mae,HSMGP,60.0,,10.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1300-regression.csv,best
,gini,HSMGP,60.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1301-classification.csv,best
,mse,HSMGP,60.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1302-regression.csv,best
,entropy,HSMGP,60.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1303-classification.csv,best
,mae,HSMGP,60.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1304-regression.csv,best
,gini,HSMGP,60.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1305-classification.csv,best
,mse,HSMGP,60.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1306-regression.csv,best
,entropy,HSMGP,60.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1307-classification.csv,best
,mae,HSMGP,60.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1308-regression.csv,best
,gini,HSMGP,60.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1309-classification.csv,best
,mse,HSMGP,60.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1310-regression.csv,best
,entropy,HSMGP,60.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1311-classification.csv,best
,mae,HSMGP,60.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1312-regression.csv,best
,gini,HSMGP,60.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1313-classification.csv,best
,mse,HSMGP,60.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1314-regression.csv,best
,entropy,HSMGP,60.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1315-classification.csv,best
,mae,HSMGP,60.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-1316-regression.csv,best
,gini,HSMGP,60.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1317-classification.csv,best
,mse,HSMGP,60.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1318-regression.csv,best
,entropy,HSMGP,60.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1319-classification.csv,best
,mae,HSMGP,60.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-1320-regression.csv,best
,gini,HSMGP,60.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1321-classification.csv,best
,mse,HSMGP,60.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1322-regression.csv,best
,entropy,HSMGP,60.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1323-classification.csv,best
,mae,HSMGP,60.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-1324-regression.csv,best
,gini,HSMGP,60.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1325-classification.csv,best
,mse,HSMGP,60.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1326-regression.csv,best
,entropy,HSMGP,60.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1327-classification.csv,best
,mae,HSMGP,60.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-1328-regression.csv,best
,gini,HSMGP,60.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1329-classification.csv,best
,mse,HSMGP,60.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1330-regression.csv,best
,entropy,HSMGP,60.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1331-classification.csv,best
,mae,HSMGP,60.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-1332-regression.csv,best
,gini,HSMGP,60.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1333-classification.csv,best
,mse,HSMGP,60.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-1334-regression.csv,best
